__label__premise	Müll, Verkehr und Hundeklo	14373
__label__mpos	Hierzu diese Straße ab der Fuchsstr. Stadtauswärts zur Einbahnstraße machen.	13513
__label__mpos	Auch die weitere Straßenführung für Fahrräder Richtung Busbahnhof oder Kaiserplatz sollte für alle Verkehrsbeteiligten besser sichtbar gemacht werden.	2227
__label__premise	Besonders im Winter kommt es immer wieder zu Beinahezusammenstößen.	7108
__label__premise	Die erste Ampel ist für die Zufahrt Beuel RSE (das ist eine kaum befahrene Straße), die zweite Ampel ist dann für die Überquerung der Königswinterer Straße.	4480
__label__mpos	Bitte das Schild versetzen.	16941
__label__mpos	Homberger Straße in beiden Richtungen für Radfahrer öffnen	16339
__label__mpos	Das sollte man überall dort tun, wo keine Radwege zur Verfügung stehen und die Bürgersteige die notwendige Breite haben.	16463
__label__mpos	Ich wünsche mir hier ein paar Fahrradständer für den Besuch der Unigebäude, des Botanischen Gartens und der gastronomischen Einrichtungen auf der Clemens-August-Straße und um in den Bus Richtung Venusberg zu steigen.	724
__label__mpos	Lösung: Parkplätze entfernen.	4313
__label__premise	Allerdings wollen einige Autofahrer auch Radfahrer, die im Kreisel unterwegs sind, von innen überholen und riskieren Kollisionen mit den Radfahrern.	10221
__label__non-arg	Alleine in unserem Mehrfamilienhaus werden zwei Garagen von ihren Besitzern niemals genutzt.	16361
__label__premise	Die Verkehrssituation war viel ruhiger, entspannter und übersichtlicher.	12574
__label__premise	Großveranstaltungen ziehen immer Verkehr mit sich.	15646
__label__premise	Da die Straße mehrspurig und damit der zu kreuzende Weg vom Radweg zur linken Abbiegespur groß ist und weil Autos hier schnell fahren, ist die Situation für Radler sehr kritisch.	4331
__label__mpos	Eine Beeinträchtigung des fließenden Verkehrs durch eine schneller reagierende Ampel mit Anforderung sehe ich nicht....	2338
__label__premise	Zusätzlich gibt es auf dem Platz einen Parkplatz und einen Taxihalteplatz und Geschäfte und ein Restaurant.	4054
__label__mpos	Der freie Fahrt für die Straßenbahn auf dem Ostwall, insbesondere in Richtung Norden am Nachmittag muss sicher gestellt werden.	15354
__label__mpos	Verkehrsführung klären	6191
__label__non-arg	Beschilderung Vilichstr.	5416
__label__premise	Dazu sind Fußgänger und Radler dort durch Parken in 2. Reihe sehr gefährdet.	6929
__label__mpos	Vorschläge: - Reine Anliegerstraße - Einbahnstraße (Fahräder frei), Einfahrt nur noch aus Richtung Bahnübergang - Tempo 30 oder Fahrradstraße	9323
__label__premise	Die Überquerung der Schienen ist meistens schwierig, weil das Überklettern der Schranken illegal ist.	6152
__label__premise	Den Bewohnern des Seniorenheims kommt bestehende Ampelanlage entgegen, Radfahrern nicht.	16698
__label__premise	Dies vornehmlich von Kunden des gegenüberliegenden [Name entfernt]-Marktes, denen ein eigener Parkplatz zur Verfügung steht.	10023
__label__mpos	- Einrichtung einer Buslinie, die Uerdingen, Bockum, Linn, Oppum und Fischeln ohne Umstieg am Hbf verbindet.	14397
__label__non-arg	Barriere auf der Kautzstraße	16923
__label__premise	Nach meinem bisherigen Eindruck nehmen darauf auch die Autofahrer Rücksicht.	9381
__label__mpos	Radwege begradigen/von (Wurzel-)Unebenheiten befreien	11886
__label__non-arg	Idee zur Beschleunigung der U70/U76	15373
__label__premise	Als Radfahrer aus der Heerstraße Richtung Rosental kommend, hat man regelmäßig die Schwierigkeit, dass der aus dem Rosental auf die Kölnstraße stadteinwärts abbiegende Verkehr einem geradeausfahrenden Radfahrer die Vorfahrt nimmt, wohl auch, weil den Autofahrern oft nicht bewusst ist, dass es den Radlern erlaubt ist, aus der Heerstraße Richtung Rosental weiter geradeaus zu fahren (für Autofahrer ist das eine Einbahnstraße).	6395
__label__mpos __label__premise	Fahrbahnkissen in der Südstadt entfernen - Gefahr für Radfahrer	1502
__label__mpos	verbesserte Abstellung	10621
__label__non-arg	Was unternimmt die Polizei Bonn gegen diesen Missstand, der seit Wochen anhält, aber immer größere Ausmaße annimmt?	5136
__label__premise	Das Land, der Bund und die EU wollen den Eisernen Rhein.	15181
__label__premise	Wenn ich jetzt über diese Ampel mit dem Rad fahre und zum Haribo-Schiff (Spielplatz) fahren möchte, gibt es keine Verkehrsführung für mich als Radler.	6279
__label__premise	Überquerung der Kreuzung parallel mit KFZ-Verkehr	4498
__label__premise	Radfahrer auf dem Kaiser-Karl-Ring Richtung Augustusring werden auf einem von der Straße getrennten Radweg geführt, somit sind sie für rechts abbiegende Autofahrer nur schlecht vor der Kreuzung zu sehen.	6555
__label__premise	Eine der gefährlichsten und schlecht geplantesten Kreuzungen die ich kenne.	9990
__label__premise	Abfahrt Kennedybrücke nach Beuel Brückenforum	5249
__label__mpos	Gegebenenfalls kann man hier mit Anwohnerparken nachhelfen.	15210
__label__mpos	Freigabe der Einbahnstraßen für Radfahrer in Gegenrichtung	16957
__label__premise	Insbesondere entgegenkommende Busse lassen den Radfahrern noch max. 50 cm.	4864
__label__premise	Manchmal wenden jedoch Autos, die nicht länger auf die Schranke warten wollen und dann wird es auch hier wieder gefährlich...	9785
__label__premise	Auf Seite der Heidemannstraße wurde vor kurzem ein Drängelgitter eingerichtet.	13177
__label__mpos	Des weiteren Baustelle UN Campus-sperren Sie endlich mal die Parkbuchten um Ausweichmöglichkeiten für Fahrradfahrer zu haben.	10262
__label__mpos	Graurheindorfer Straße für Radfahrer in beide Richtungen öffnen.	5465
__label__non-arg	Grevenbroicher Str. zwischen Andreas-Muhr-Str. u. Nüssenberger Str.	13249
__label__premise	Eigentlich müsste rechts vor links gelten, gleichzeitig scheinen aber die Fahrer auf der Karl-Legien-Straße Vorfahrt zu haben.	8313
__label__premise	Jedoch ist der Kreisverkehr so eng und man ist ggf. mit (Hand-)Bremsen  beschäftigt, wenn andere Verkehrsteilnehmende hinzu kommen, dass man nicht die Möglichkeit hat den Arm auszustrecken.	13698
__label__premise	Zu allem Überfluss ist die Abfahrt im unteren Bereich noch gefährlicher (Winterstraße), da der Straßenbelag zahlreiche Rampen, Wülste (sehr schlecht sichtbar in der Kurve vor Kreuzung Dechant-Heimbach-Straße) und Schlaglöcher enthält.	2539
__label__premise	Auch fehlen Fahradständer im Stadtgebiet.	14620
__label__non-arg	Senke an seitlichem Einlaufschacht	7516
__label__premise	Radfahrer, die aus Utfort kommen und zur Innenstadt fahren wollen, müssen z.Zt. die Kamper Straße an der Kreuzung Kampstraße überqueren, was regelmäßig zu Unfällen führt!	15896
__label__premise	Achtung Schild an einer Radweg Seitenwechsel Stelle	16996
__label__premise	Vorfahrtsverlust im Kreisverkehr	16099
__label__mpos	Die Fahrt in die Stadt muss preislich attraktiver gemacht werden.	14534
__label__premise	Fahrradstraße ist sehr unsicher!	8715
__label__non-arg	Anfahrt und Parken beim Einkaufen	10129
__label__mpos	Mehr echte Radwege	10773
__label__mpos	Bitte die Bordsteine absenken, oder anders zur Fahrbahn der Königswinterer Straße absenken.	6270
__label__premise	Gleichzeitig leben hier viele Familien mit Kindern, die lernen Fahrrad zufahren oder lernen alleine den Schulweg zu bewältigen.	2975
__label__premise	Diese Kreuzung ist ein großes Problem und sehr gefährlich, die anderen Beiträge zeigen dies bereits!	9331
__label__mpos	Hier sollte zumindest eine erhebliche Verkehrsberuhigung erfolgen, z.B.: Bus und Bahn ja, Auto nur noch 1-spurig und nur noch in eine Richtung möglich.	14056
__label__premise	Ein Schilderkombination, die entsprechend auf Autofahrer anwendbar ist, habe ich noch nicht gesehen.	5556
__label__mpos	Am Rand des Deckels könnte dann innerstädtisch angemessen verdichtete Wohnbebauung entstehen und so den katastrophalen Bonner Wohnungsmarkt entlasten.	8617
__label__non-arg	Anbindung Radweg	16084
__label__non-arg	Randwege am Rhein	6720
__label__non-arg	Kostet leider.	6322
__label__non-arg	Baumwurzeln	6901
__label__mpos	Dafür bräuchte man aber ein radtaugliche Verbindung zwischen diesen beiden Straßen.	6316
__label__premise	Zudem besteht auf der nordwestlichen Seite eine Radweg-Benutzungspflicht, die jedoch völlig überflüssig ist: Radfahrer können aufgrund der Straßenbreite problemlos vom Autoverkehr überholt werden.	569
__label__premise	Immer wieder kommt es hier zu Unfällen.	1577
__label__premise	In diesem Tunnel fühle ich mich immer besonders unsicher, da die Büsche bis weit auf die Fahrradspur wachsen.	2430
__label__mpos	Der Vorteil eines solchen günstigen Jahresticket ist, dass man sich um viele Dinge (welches Ticket, darf ich hin- und herfahren) keine Gedanken zu machen braucht.	15589
__label__premise	Angesichts des täglichen Auto- und Bahnirsinns verstehe ich nicht, warum die Stadt Bonn die Fahrrhadweg-Infrastruktur so sträflich vernachlässigt.	5930
__label__non-arg	Sichtachsen	4297
__label__mpos	Autofreie, fahrradfreundliche Innenstadt	15144
__label__premise	Die Radverkehrsführung am Bertha-von-Sutter-Platz ist auch eine Katastrophe, hier sollte, wenn möglich eine Verbesserung hergestellt werden.	8982
__label__premise	Hecke behindert Sicht	6617
__label__non-arg	Neulich ist erst in Berlin ein Radfahrer gestorben, der in eine aufgehende Autotür geraten ist.	2023
__label__premise	Auch Tagsüber ist oft die -theoretische-Gewegfläche zugeparkt, daneben auf der Fahrfläche steht ein Reisebus, und Fussgänger, die da lang gehen zum Rhein oder BMZ müssen sogar auf die Gegenfahrbahn ausweichen, um überhaupt durchzukommen..	1230
__label__premise	Das 2011 entwickelte Konzept zum ruhenden Radverkehr in der Bonner Innenstadt der Stadt Bonn ergab bis 2020 einen zusätzlichen Bedarf von mindestens 1.700 Stellplätzen.	5867
__label__premise	Autofahrer ignorieren Kreisverkehr	10217
__label__mpos	Im Bereich der Kurve sollte man deshalb für langsameren Autoverkehr sorgen.	53
__label__premise	Es gibt einige wichtige Einstiegspunkte für Fahrrad-Pendler*innen aus den Außenbezirken und benachbarten Gemeinden in und aus Richtung Innenstadt.	12807
__label__premise	Der Radweg an der Poppelsdorfer Allee ist durch Basaltsteine eingefasst, die an vielen Stellen einen bis wenige Zentimeter über die Fahrbahn hinausragen.	8518
__label__mpos	Hier sollte die Stadt die entsprechenden Grundstücksinhaber nach Sichtung einmal deutlich in die Pflicht nehmen, ihrer Verkehrssicherungspflicht nachzukommen.	15753
__label__non-arg	Fahrradspur	11394
__label__non-arg	PS: Die erwünschte Zuordnung nach Kategorienmüsste eien Mehrfachnennung erlauben	16186
__label__premise	Die Geldernsche Strasse von der Hülsdonker Strasse in Richtung Neukirchen Vluyn ist ungewöhnlich breit ausgebaut.	16878
__label__mpos	Sie müssen, auch von Versicherungen gefordert, an festen Bügel angeschlossen werden.	14594
__label__premise	Kommt man über die Straße Kaiserplatz von Am Neutor oder Hofgarten und will nach links auf den Radweg in die Kaiserstraße oder gar geradeaus in die unsägliche Pop-Unterführung hat man eigentlich Vorfahrt vor den Verkehrsteilnehmern von links aus der Kaiserstraße, eigentlich.	8901
__label__premise	An der makierten Stelle endet der Fahrradweg genau an einer Bushaltestelle.	3724
__label__premise	Rad- und Fußweg sind schmal, dabei wird der Radweg in allen Bereichen nahezu durchgehend von parkenden Autos (teil-)blockiert.	6833
__label__premise	Dies bedeutet 3 Phasen abwarten und ist wenig praktikabel und wird auch so nicht praktiziert.	16153
__label__mpos	Sinnvollerweise in ein komplettes neues Verkehrskonzept rund um den Haupt- und Busbahnhof.	875
__label__premise	Sollte ein Auto den Fahrradfahrer nicht bemerken und den Fahrradstreifen mitbenutzen, kann es hier zu schwerwiegenden Unfällen kommen.	6515
__label__mpos	Das wäre ein einfaches Symbol für eine Änderung im Mobilitätskonzept und ein sichtbares Zeichen, das die Belange von Radfahren ernst genommen werden.	14590
__label__non-arg	Es gibt Ampelsteuerungen, auch im Moers die besser eingestellt sind.	16589
__label__premise	Rollstühle und Kinderwagen passen dann nicht mehr durch.	1312
__label__mpos	Möglichkeiten wären eine geänderte Verkehrsführung oder Ampeln.	2863
__label__premise	Dies betrifft den gesamten Verlauf bis zur Kreuzung Maarweg und Vogelsanger Straße.	13203
__label__non-arg	Die Verkehrsführung ist eine Frechheit gegenüber allen Radfahrern.	585
__label__premise	Dementsprechend dürfen Radfahrer auch auf der Straße fahren.	7264
__label__mpos	sichere + kostenlose Abstellmöglichkeiten	10774
__label__non-arg	Nicole	15488
__label__premise	An Ampelübergängen kreuzt sich der Rad- & Fußgängerweg.	10443
__label__non-arg	Vielen Dank	16917
__label__mpos	Eine Ampel Voltastraße/Ritterstraße könnte es übrigens der U76 übrigens auch leichter machen, vor allem wenn man über Taktverdichtung nachdenken will.	15011
__label__mpos	sichere Abstellmöglichkeiten	11824
__label__mpos	Der Moselweg könnte für Fahrräder von beiden Seiten geöffnet werden.	10134
__label__mpos	Mann könnte ja da ein Zusatzschild anbringen.	17144
__label__premise	Derzeit muss man aus Richtung Ückesdorf ca. 6 Höhenmeter bergab fahren, fast bis zum Stillstand abbremsen und eine spitzwinklige Ecke umrunden um dann wieder 6 Höhenmeter bergaufzufahren um in Richtung Brüser Berg (Nahversorgung) zu kommen.	1999
__label__premise	Sehr geehrte Damen und Herren, vor einiger Zeit wurde die Lahnstraße eine Fahrradstraße (nur eine Richtung).	7657
__label__mpos	Errichtung einer Brücke über Militärring und Eisenbahn	12166
__label__premise	Sehr geehrte Damen und Herren, der Radweg Richtung Kapellen ist auf der Höhe van der Valk wegen starker Bodenverwerfungen und Schlaglöcher nicht benutzbar.	16188
__label__non-arg	Ein Fußweg, ein Radweg?	10212
__label__premise	Das Sichtfahrgebot wird hier häufig von Autofahrern missachtet.	229
__label__non-arg	Essenbergerstr. zwischen Römerstr. und Grenzstr.	16585
__label__premise	Dergleichen habe ich noch nie auf Wegen entdeckt, die von von MIV genutzt werden.	6959
__label__non-arg	Einen konkreten Vorschlag kann ich aber leider nicht machen, da fehlt mir die Idee.	5175
__label__premise	Autofahrer fahren hier aber meist weit links und auch oft zu schnell und rechnen nicht mit entgegenkommenden Radfahrern, die sie wegen der Kurve auch gar nicht sehen können.	228
__label__premise	2.) Der Bordstein vor dem Ginyuu ist nur an einer relativ schmalen Stelle abgesenkt.	5788
__label__mpos	durchgängige Radwegführung	10734
__label__premise	- Unnötige Kurven im Radweg vor Fahrzeugabbiegespuren (Gürtel, Innere Kanalstraße).	12594
__label__mpos	Die Stadt muss das Parken in zweiter Reihe ahnden und Fahrradstreifen in beide Richtungen abseits der Schienen sicherstellen.	340
__label__premise	Hinzu kommt das in Fahrtrichtung Ruhrorterstrasse immer wieder PKW's abgestellt werden und dadurch die Situation für Radfahrer noch verschärft wird.	16033
__label__non-arg	Radweg Richtung Vennikel und Krefeld	16679
__label__premise	Der kombinierte Rad- und Fußweg hier ist für den Zweirichtungsverkehr viel zu eng und sehr gefährlich.	3133
__label__premise	Der Schutzstreifen wird überall in Bonn komplett ignoriert von den Autofahrern.	3416
__label__premise	Wenn ein Rad mit Anhänger entgegenkommt, ist es oft sehr knapp.	4897
__label__premise	Da ist die Überquerung bei Enni und die ganzen Aus-und Einfahrten der Supermärkte.	16393
__label__premise	Ausweichmöglichkeit für mich die Straßengosse auch noch abgesperrt mit Pollern bzw. parkende PKW und keine Ausweichmöglichkeit.	7367
__label__mpos	Regelmäßige Kontrollen und Ermahnungen durch die Ordnungskräfte.	1384
__label__mpos	Markierung für Radwegabzweig	44
__label__non-arg	Wie es gehen kann zeigt die Brücke über den Militärring etwas weiter südlich (die orange TrioTop-Brücke).	12180
__label__premise	Der Radweg entlang der Bahnlinie in Oberkassel ab Bootshaus bis hinter das Bundeshäuschen ist bahnseitig sehr zugewuchert.	4440
__label__mpos	Durch eine Verlegung des Radverkehrs vom Gehweg auf die Straße und eine entsprechende Markierung für linksabbiegende Fahrradfahrer könnte vielleicht schon einiges erreicht werden.	8846
__label__non-arg	Beitrag von Hans-Peter Lange, *********** *	4570
__label__mpos	Evtl. Spiegel an Ampeln.	10898
__label__mpos	Mehr Sicherheitsvorkehrungen beim Überqueren der U-Bahn und der Straße für Fußgänger und Radfahrer, z.B. Sichere und barrierefreie Überquerung (Schüler und ältere Personen) und Ampelschaltung für U-Bahn ist notwendig.	9627
__label__mpos	Sperrung der Willhelms + Kölnstr.	11332
__label__mpos	Durchgehendes sicheres Radwegenetz	5920
__label__premise	Es passt noch nicht mal ein Fahhrad mit Kinderanhänger drauf.	3084
__label__mpos	2. Im Bereich Bismarckstr., von der Straße Am Gerdtbach bis zur berüchtigten Glückauf-Schranke sollte ebenfalls im Rahmen des IHK NEU:Meerbeck ein beidseitiger Radweg aus Sicherheits- gründen angelegt werden.	16421
__label__premise	fehlender Radweg auf der Ludwig-Erhard-Allee	9463
__label__mpos	Jedes Fahrrad sollte eine Klingel haben!	11379
__label__non-arg	Parken	14185
__label__premise	Die Straße hat starke Spurrillen.	662
__label__premise	Regelmäßig steht hier Polizei und kontrolliert Radfahrer, weil diese nicht verstehen, wieso diese nicht viel befahrene Straße auch für Radfahrer eine Einbahnstraße sein soll.	13977
__label__premise	Nutzungspflichtiger »Schutzstreifen« im Türbereich der parkenden Autos	7060
__label__mpos	Die Haltestelle an gleichzeitig nach vorne verlegen, so dass die Radfahrer hinter der Haltestelle weiter fahren können (wie z.B. auf der Hausdorffstr.)	4253
__label__mpos	Park & Ride	15012
__label__premise	Jedoch haben die Wege einen schlechten Zustand und sind z.T. nicht breit genug bzw. nicht doppelspurig.	6722
__label__mpos	Dann wäre dort auch der lebensgefährliche freilaufende Rechtsabbieger Geschichte.	12300
__label__mpos __label__premise	Um dem Radverkehr dort die der Fahrradstraße inhärente Priorität zu gewähren und Gefahren zu vermeiden, sollten die bei Nässe und v.a. bei nassem Laub höchst gefährlichen Pflasterbereiche vor den Kreuzungen (Lessing-/Schumannstr./Weberstr.) entfernt werden, an denen man beim Abbiegen oft abrutscht und beim Bremsen keine Fahrtrichtung anzeigen kann.	10202
__label__premise	Die meisten Radfahrer fahren bei grün geradeaus über die Kreuzung weiter und Einige biegen auch nach links in die Heerstrasse.	7969
__label__premise	Die Fahrbahn ist beschädigt, sodass eine permanente Pfütze entsteht.	267
__label__mpos	Bus-/Fahrradspur Oxfordstraße zwischen Friedensplatz und Bertha-von-Suttner-Platz	727
__label__premise	Sicher gibt es umweltfreundliche Beleuchtungsmethoden, die mit dem Naturschutzgebiet vereinbar sind und eine bessere Beleuchtung würde sicher mehr Herbst/Winter Autofahrer zum umsteigen bewegen.	2966
__label__premise	Der gute Verbindungsweg zwischen Buschstraße und Rathausallee endet an der Buschstraße ohne abgesenkten Bordstein im Parkstreifen, wo meist Autos stehen.	16107
__label__mpos	Entschärfung Gefahrenstelle Viktoriabrücke in Bornheimer	8486
__label__premise	Sehr positive Beispiele in der Umgebung: die Bahnhöfe in Kempen, Rheinhausen und Uerdingen.	17612
__label__mpos	Vielleicht noch eine Zeit Begrenzung von 4 Stunden.	14040
__label__premise	Anders als in der OSm-Karte dargestellt, besteht für Benutzer der Verbindungsstraße kein freier Blick nach links oder rechts auf den Radweg.	2306
__label__premise	Da die Autos auf der rechten Seite regelmäßig bis an den Ampelmast parken und man als Radfahrer bei viel Verkehr hinter den PKWs im Stau steht und nicht vorbei kann, halte ich die Aufstellfläche dennoch für sinnvoll.	13172
__label__mpos	Absenkung von hohen Bordsteigen beim Einfahren in den Park	11139
__label__premise	Immer wieder Kollisionsgefahr mit Fußgängern	4005
__label__premise	In Rtg Vogelsang: Die markierte Zufahrt ist oft zugeparkt; Schild und ein Apfelbaum 'versperren' den Fußweg, so dass Fußgänger auf dem Radweg gehen; von der Schrottplätzen links abbiegend kann man den Radweg nur unter akrobatischen Manövern erreicht werden.	13550
__label__mpos	Alternative für Radfahrer zur Südbrücke (A562)	5519
__label__premise	Meistens ist auch die Ecke so zugeparkt, dass Fahrradfahrer, die auf der Magdalenestraße kommen, von dem Autoverkehr auf der Endenicher Straße nicht hesehen werden können.	3420
__label__premise	Auch die Autofahrer fahren nicht langsam und die Strecke ist unübersichtlich und daher gefährlich.	5026
__label__premise	Schlimmstenfalls überqueren die Radler schon vor der Ampel die Rheinberger Straße, um den Weg über das Teilstück Am Fünderich zu nehmen.	16875
__label__premise	* Radwege ohne Bordsteinkanten (sogar bei Neuanlage von Radwegen (z.b. Siegburger Strasse) werden diese damit verteidigt, dass ansonsten blinde Verkehrsteilnehmer gefährdet wären - heute gibt es zur Information vom Blinden andere Möglichkeiten - Oberflächengestaltung z.B. an Kreuzungen	8959
__label__premise	Seit dem trägt der Ortskern die Belastungen mit stetig wachsender Tendenz allein.	14457
__label__premise	Gleiche Situation auch an Wochenenden, an denen viele Fahrradausflügler erholungssuchend durch die Felder fahren und oft in Konflikt mit rasenden KfZlern kommen..	17409
__label__non-arg	Bislang habe ich dort noch keine Polizei bemerkt.	5137
__label__mpos	Außerdem wäre ein Ausbau(=Fahrbahnverbreiterung) des Radwegs in südlicher Richtung entlang der Nahum-Goldmann-Allee wünschenswert.	10019
__label__premise	Neben Dreck, Müll, starkem Rattenbefall, Drogenspritzen und verrottendem Laiub stand oftmals nach Regenschauern das Wasser unter Fahrradstndern so hoch, dass man trockenen Fußes nicht an sein Fahrrad kommen konnte.	1117
__label__premise	Vor der Universitätsbibliothek sammelt sich das Wasser bei Regen in einer rund 8 Meter langen und bis zu 10 cm tiefen Pfütze, die über die gesamte Fahrradbahn reicht.	8302
__label__mpos	Alternativ kann der Weg auch um 10 Meter nach Westen verlegt werden.	1813
__label__premise	Der Radweg für den Hohen Weg fehlt.	17624
__label__premise	Autos fahren gegen die Einbahnstraße	6140
__label__non-arg	Unterführung Königsstraße	3772
__label__mpos	Generell sollte die August-Bier-Str. als Fahrradstr. ausgewiesen werden, um das Netz an dieser Stelle zu schießen.	5010
__label__premise	Die teils an, teils auf den Radwegen parkenden Reisebusse lassen ihre Gäste direkt auf den Radweg am Rheinufer aussteigen, was gerade im goldenen Herbst zu täglichen Beinahe-Zusammenstößen führt.	9079
__label__premise	Ich fahre dort mehrmals pro Woche hin und fühle mich sehr unsicher auf dem Rad.	17278
__label__premise	Wenige, dafür SEHR tiefe Schlaglöcher.	10184
__label__premise	Radweg Richtung Duisdorf ist Zumutung	6727
__label__non-arg	Hermann-Wandersleb-Ring	2459
__label__premise	Insbesondere auf dem Stück vor der Ampel an der Ecke Denglerstr. Richtung Rüngsdorf	4663
__label__mpos __label__premise	Parkverstöße ahnden - Radstreifen ständig blockiert	13998
__label__premise	Baumwurzel hebt Asphalt an	9805
__label__premise	Problematik: Der Zugang zum Kreisverkehr ist für Radfahrer mit einem Vorfahrt Achten-Schild versehen.	17790
__label__premise	keine Verkehrsführung für Radfahrer	8359
__label__premise	Die Strecke wird regelmäßig für Kurzstreckenrennen genutzt, wobei die Ampel am Berufskolleg Ehrenfeld als Startsignal fungiert.	13137
__label__premise	Warum muss ich dann an sovielen Ampeln warten??	6972
__label__premise	Es gibt keine Radwege.	7633
__label__mpos __label__premise	Bessere Möglichkeit zum Fahrrad anschließen (also an Rahmen), nicht nur Ständer, die das Vorderrad anschließbar machen	10479
__label__non-arg	Schon mehrmals selber erlebt.	16547
__label__premise	Vorschlag: kein konkreter, leider, aber so nicht tragbar!	8930
__label__premise	Richtung Süden sind hier mehrere Dellen am rechten Rand in der Straße, die nicht nur bei Regen, sondern auch bei trockener Fahrbahn schon gefährlich sind.	1192
__label__mpos	Übergang Seitenstraßen auf Willy-Brandt-Allee	2065
__label__premise	Vor den Geschäften führt der Radweg über den Bürgersteig.	9929
__label__mpos	Eine Kontrolle zu Berufsverkehrszeiten wären mal interessant.	9197
__label__premise	Am Brassertufer liegen häufig Hotelschiffe mit Touristen.	2689
__label__premise	Ab der Mechternstrasse ist er dann verschwunden.	12791
__label__mpos	Bitte SWB Fahrer dringend sensibilisieren!	10410
__label__premise	Radfahrerspur durchsetzt mit Hubbeln und Schlaglöchern.	1095
__label__premise	Ebenso ist festzuhalten, das Radfahrer häufig vor dem Zebrastreifen nicht absteigen.	7849
__label__mpos	Um von der Ottostr - welche ja gut für den Radweg ertüchtigt werden kann, wenn das wilde parken verhindert wird - weiter zum Bahnhof zu kommen, sollte die Einbahnstraße Hüttenstraße für den Radverkehr geöffnet werden.	13350
__label__premise	Es frustriert, dass auf den letzten paar Metern des Weges nach Hause eine umständliche Umgehung von den Radfahrern gefordert wird, wo doch an vielen anderen Stellen in Bonn (z.B. Altstadt) das Prinzip der aufgehobenen Einbahnstraße für den Radverkehr gut funktioniert.	1377
__label__premise	Daher sind in der Straße viele Kinder mit Fahrrädern und Rollern unterwegs.	8525
__label__mpos	Anlieferung ins Brückenforum über einen anderen Zugang regeln (da wird es Proteste geben, aber das ist besser als ein Unfall).	8434
__label__mpos	Str Am Germanshof verlängern und an Dohmenstr / Kütterweg anschliesen.	14452
__label__mpos	Freigabe der Einbahnstraße Lichtstraße für Radfahrer gegen die Fahrtrichtung.	13473
__label__premise	Fahrradüberweg fehlt	5784
__label__premise	weiterfahren zu können müssen fast immer damit rechen, dass die Autofahrer*innen, die vom Rosental kommen und in die Kölnstr abbiegen möchten ihnen riskant die Vorfahrt nehmen.	6564
__label__premise	Fahrradweg endet im Nichts	16350
__label__mpos	bessere Beleuchtung nachts in der Rheinaue	10917
__label__mpos	Bahnunterführung (ohne Absteigen für Radfahrer)	11502
__label__premise	Das kommt nicht immer hin, wenn ein Bus nach Hüls nur alle 2 Stunden fährt.	15475
__label__premise	Besonders zwischen den Einmündungen Bismarckstraße und Weberstraße gibt es für Radfahrer kein sicheres Durchkommen.	335
__label__premise	Eine Hand an der Bremse, die andere Hand an der Klingel.	16000
__label__premise	Fußgänger- Fahrradampel schaltet nicht automatisch auf grün, wenn Autos grün bekommen	9229
__label__premise	Die Philippstr ist hier eine wichtige Querverbindung in der direkten Verbindung zwischen Gürtel über Fröbelstr - Rothehausstr und Liebigstr. Richtung Nippes.	12023
__label__non-arg	Straßenbelag isb. Radweg	11539
__label__non-arg	Ich denke nicht, dass der Tourismus nennenswert gefährdet wird, denn die Rentner selbst müssen ja nichts zahlen.	9083
__label__mpos	Ringe zur Umgehung der Innenstadt nutzen!	15108
__label__mpos	Hier muss viel mehr Aufklärung betrieben werden, also in den Kindergärten, und ich würde mir auch Verkehrskontrollen in der Kaiserstraße und anliegenden Straßen diesbezüglich wünschen, in denen die Eltern gezielt wngesprochen werden.	6250
__label__premise	Die Radstation in der Quantiusstr. ist , wenn man z.B. aus Beuel kommt, nur schwer zu erreichen.	297
__label__mpos __label__premise	Zustand für Alltagsradler katastrophal: zu schmal, enden häufig im "Nirwana", beim Baustellenmanagement werden zunächst die Radwege "geopfert", Verstöße gegen sicherheit der Radfahrer konsequent feststellen und ahnden.	14690
__label__mpos	Geregeltere Verkehrsführung, z.B. beim Linksabbiegen	11791
__label__premise	Unsinnige Fahrradampel	4002
__label__premise	Kurz davor parken LKWs für die [Supermarkt] Zulieferung.	13347
__label__premise	Verbindung Paracelsusstr./ M.-Planck-Str.	6314
__label__mpos	Hier sollten die Grünphasen genau so lange wie die Fußgängergrünphasen geschaltet werden!	6471
__label__premise	Als in der Straßenbahn-Stadt Stuttgart Aufgewachsener befremdet es mich in Krefeld schon immer, dass die Straßenbahn sich ihre Fahrtrasse im innerstädtischen Bereich zu großen Teilen mit dem Fahrzeugverkehr teilen muss.	15618
__label__mpos	Neue Stationen/Bahnhöfe	15581
__label__mpos	Auf lebenswerte Wohnviertel mit BÄUMEN (unvorstellbar - in Krefeld Bäume statt "Autoparkplätze - Bürgersteig"?).	13805
__label__mpos	Gegenüber dem Haus Simonstraße 20 muss am Straßenschild Simon Forster Straße ein Konvexspiegel montiert werden.	8149
__label__mpos	Fortführung des Radweges Richtung Haltestelle `Brühler Straße`	10164
__label__mpos	Fahrbahndecke gegen Flüsterasphalt austauschen	14196
__label__mpos	Sanierung Radweg Maarweg zwischen Widdersdorfer Straße und Vogelsanger Straße	13580
__label__non-arg	Welcher ist denn für welchen Übergang?	7549
