id;description;C2A
951592081545882;Völkermord ist bunt!;False
1056569421048147;"Petra,Sie haben zwei Stimmen.Die erste für ihren Wahlkreisabgeordneten,der Sie dann im Landtag vertritt und die zweite Stimme für ihre Partei.Also zwei Kreuze ;-) !";False
1095899267115162;..die intelligenten Fachkräfte von Morgen, die Deutschland retten sollen...!? Deutschland....Quo vadis..???;False
1056952767676479;Was für Massen ??;False
862027270502364;"Die Hippie Truppe Plädiert für ein buntes Deutschland.....,
unglaublich!";False
1069143589790730;werde nie verstehen , das die meisten Menschen in Baden Würtemberg  immer noch die Grünen wählen wollen. Habt ihr kein Gewissen euren Kindern gegenüber?;False
945355712169519;Kann mir gut vorstellen,dass man so auch Wähler kauft;False
855046664533758;Soviel mist auf einmal liest man echt selten ????????????;False
1065860460119043;Ach...Links Grüne Gehirnwäsche nennt man Heute also politische Schulbildung? lol;False
946488902056200;Wo die Frauen sind auf den Demos?  Kann sich jemand denken, dass die vielleicht Kinder haben? Sollen die mit auf die Straße? Nicht jeder hat mal eben einen Babysitter zur Hand! Die Frauen, die da sind haben noch keine Kinder, oder deren Kinder sind schon groß oder oder oder..;False
1007137555991334;Herr Steinmeier wo leben sie denn. Niemand engagiert sich bei solchen gefährlichen Aktionen ohne Eigennutz, auch wir nicht. So jetzt legen sie sich wieder hin und träumen weiter.;False
991235844248172;Millionen ..........;False
882784045093353;"und nochwas  Joerg eigentlich muss ich mir kein Kopf machen du machst doch eh nur noch diesen Sommer mit so wie du aussiehst  hast sehr  schlechte  karten ich komm auf deine Beerdigung ein abstauber  im Osten ;)";False
991262657578824;Macht doch mal einen Montag vor dem Kanzleramt! Da bin ich dann dabei!! Und bring auch noch ein paar mit! :-);True
982750708430019;Bald müssen unsere Frauen Kopftücher tragen, und allen Katholiken  und Evangelischen werden die Gurgel durchgeschnitten.!!!  Lobby Merkel muss Weck!!!;False
935332299838527;Ibrahim, hängt die Kriminalität nicht auch mit dem sozialen Status zusammen? Haben Sie da Statistiken?;False
993506514021105;Cool , die Demo insgeheim von den RECHTEN organisiert! Ich lach mich weg. Alle NAZIS :) http://www.spiegel.de/wirtschaft/soziales/ttip-bei-der-demo-marschieren-rechte-mit-kommentar-a-1057131.html;False
1012948668743556;Die haben aber auch ein Weilchen gebraucht, um hinterm Ofen vorzukommen. Aber lieber spät als nie.;False
876267882411636;Will die ARG das bei ihnen die Angestellten noch mehr abgestochen  werden  ?Oder warum sind sie gegen PEGIDA ?;False
861976453840779;Irgendwo hat aber jede Toleranz ein Ende. Vor allem wenn kein Entgegenkommen da ist. Ich glaube Beate Grimmer ist schon ein sehr toleranter Mensch;False
982660011772422;wenn die erstmal in Deutschland sind ,würde es mich wundern wenn sie sich hier anders benehmen;False
961954690509621;Stefanie Bürger, sieh es mal so...wir haben doch auch den Verfassungsschutz dafür, dass der uns vor einer Verfassung schützt. Was machen dementsprechend Volksvertreter ? Heißt ja eigentlich Volkszertreter;False
961917887179968;Und ich dachte, Pegida würde röcheln...;False
1091859324185823;"Das schöne daran ist......da sich 90% der ""Flüchtlinge"" als Syrer ausgegeben haben.....werden wir dann 90% der Invasoren los. Passt bloß auf.....dass die nicht untertauchen.";False
935256339846123;"Diese Kausalität gib es nicht liebe Leute. Zeig mir eine anerkannte Studie, die ""Islam"" als unabhängige Variable für Gewalt verantwortlich macht.";True
1010703078968115;Ggf könnte es da auch mehr gegendemonstranten geben.;False
945911662113924;"Du bist lustig Martin. Was nützt das, wenn sich nur 400 Leute trauen? Ich hab mich schon ganz schön mulmig gefühlt und fast mit ner Verhaftung gerechnet. In meinem Bekanntenkreis denken komischer Weise alle wie ich und unzufrieden sind sind sie auch. Aber leider bekommt von denen keiner seinen Arsch hoch. Noch jedenfalls nicht. Manchmal wünsch ich denen, dass ein paar von den ""Fachkräften"" direkt in der Nachbarschft untergebracht werden damit sie wach werden.";False
1055261601178929;Hurra, lasst uns alle Länder wo es schlecht geht evakuieren. Amimerkel kümmert sich :-(;True
1064136910291398;Wieso ist hier Sachsen grün eingezeichnet? Ich denke wir sind braun?;False
1134077236630698;Verzichte darauf ...;False
945369375501486;Der ist echt gut!!??;False
1095903190448103;Die fordern und schicken die Kinder vor, so was freches, m?ssen alle erdt mal in Knast und dann zurück  Ihr Land aufbauen und nicht hier schmarotzen !!! Die sind nicht traumatisiert, denn dann würden Sie sich nicht so scheiße benehmen ! Aber sollen ja unsere Facharbeiter sein, nur zum lachen wenn ich nicht kotz... m?sste !;False
1069128756458880;Auc so eine fragwürdige Person;False
1096092880429134;Victoria Tennes Unsere Regierung bekommt 2017 die Rechnung für Ihre Fehler, die diese innerhalb von 4. Jahren gemacht hat! Aber die Griechen (als Volk) können sich Ihre Sozialleistungen und Militärausgaben nicht mehr leisten und Europa schuldet diesem Land Nix!!;False
855157901189301;Selbst wenn, die Wahlen kommen. Dann geht aber knall hart!;True
1111813688857053;"""„Ohne einen Cent in der Hand, das ist menschenunwürdig“""

Sagen diejenigen, die die geplante Bargeldabschaffung beklatschen....

Idioten allesamt.";False
1063722343666188;Andreas Bach wo hast du die Schüler kennen gelernt? Wahrscheinlich waren die Schüler noch nicht so Großmäulig ! Aber dafür schüchtern und unschuldig! Fakt ist wir sind vom Regen in die Traufe! Euer Schein trügt !;False
882707731767651;Da waren doch bestimmt wieder Pediga - Anhänger am Werk. Wie bringe dem feigen Mord in Dresden.....;False
1035120973192992;Ihr werdet nichts ändern, solange ihr nur mit demonstrieren weiter macht....;False
960870760618014;"Dem Sehofer glaube ich kein Wort 
Er redet nur tut aber nix";False
1152506001454488;DDR 2.0 läßt grüßen;False
876271565744601;Für total verblödet......;False
982734538431636;Das sind Kriminelle wenn Sie versuchen illegal die Grenze nach Ungarn zu überqueren. In Serbien befinden Sie sich bereits in Sicherheit wie schon zuvor in der Türkei oder in Griechenland ... Es gibt Gesetze und daran müssen sich auch die Scheinasylanten halten. Kein Wunder dass die Zustände in den Heimatländer so sind wie sie sind bei dieser Gewaltbereitschaft.;False
985414948163595;Klasse!;False
982649915106765;Ungarn zeigt was EUROPA ist ! Eine Grenze, die mit Gewalt nicht zu beschreiten ist !;False
1106557909382631;Niemals in Dresden, auf keinen Fall, nie nie nie;False
1055247137847042;Da hilft nur nur noch die Fortpflanzung einzudämmen - wie China die ein Kind Politik einführen in den Ländern des Is...m.;True
1111630728875349;Wo ist Tatjana? ????;False
1066619740043115;Wohl eher politische Manipulation.;False
1152522598119495;A wo kenn ich nicht..und es ich nicht kenn brauch ich nicht.;False
1063752000329889;"Uuiih und Hamburg ist so weit unten? Das erklärt den Artikel in der Hamburger Morgenpost... 
Da bekommt ""der Schandfleck von Deutschland"" ja eine ganz neue Bedeutung...??";False
945853285453095;"Sascha, die wo kommen, sind 90% keine Kriegsflüchtlinge. Diese werden nur als Kriegsflüchtlinge getarnt, damit die Großen Köpfe wie unsere Regierung einen Grund hat, uns Deutsche weiterhin zu verarschen und auszubeuten. 
Großteils von Flüchtlingen flüchten aus Wirtschaftsgründe, auch wenn es nie wirklich in den Mund genommen wird... 
Ausserdem wer versichert uns, dass uns nicht die gleichen Ereignisse ereilen, diese in Frankreich passierten 2 x??";False
1011223618916061;Wünsche allen viel Erfolg, Gruesse aus Aschaffenburg;False
882940931744331;Die typische Zensur bei uns in der Buntland Diktatur: https://www.youtube.com/watch?v=bFOtgXY81XQ&app=desktop;False
1111865208851901;endlich,so können  sie nicht doppelt holen .;False
1012241708814252;Hey, verrats nicht ??;False
1064379386933817;wenn ich mich nicht ganz täusche nannten die alten Römer das Gebiet (Sachsen), das sie auf Grund der Widerstands- und Kampfkraft der Einheimischen nicht erobern konnten, Germania Magna :);False
982676795104077;Ähnliche Quote haben ja die rechten hetzer;False
1012271368811286;Leider ist es so , das man vor einem Jahr darüber gelacht hat,  was sich irgendwelche Dummköpfe ausgedacht haben, heute ist es häufig grausame Realität.;False
945853478786409;Viel Spaß.....da ist so ein Verhalten wie in anderen Bundesländern nicht möglich.;False
1011304365574653;Dafür wissen Sie wie man die deutsche Rechtschreibung (bei euch ja wohl Rechtsschreibung) beherrscht!;False
945358215502602;auf manchen Demos hatte ich das Gefühl die wurden von Beck's oder Oettinger gesponsort;False
1012559028782520;In den Warnehmungsgrenzen von 1933-1945 leben und die eigene Tradition nicht kennen. Von der eigenen Sprache einmal abgesehen;False
1012244472147309;Egal;False
1010192425685847;Natürlich, aber es wird langsam eng!!!!;False
882780208427070;was ist ein Deutscher, jemand mit einem Pass welcher ein Adler ziert, aber offen sagt Deutschland ist Sche.......... und er sich wünscht, dass die Grenze von Frankreich die Elbe ist und auf der anderen Uferseite beginnt Polen, oder jemand welcher hier geboren ist und sich zur deutschen Nation bekennt und sich wagt, offen zu sagen, ja ich bin stolz ein Deutscher zu sein.;False
991237244248032;Grüße aus Mainz ??;False
876463352392089;Keine Alternativen - keine Demokratie :(;False
1120486704656418;Aber nach einem Wahlsieg der AFD kommen diese Scharlatane dann zu Kreuze gekrochen;False
985355744836182;Super ??????;False
876294449075646;würd eh alles auf Pegida geschoben huhuhuhu ihr so genannten Politiker ihr seid schuldig;False
1064310723607350;IHR SACHSEN SEIT DER HAMMER IHR WART 1989 UND IHR SEIT ES JETZT,SAGT EIN THÜRINGER;False
1010223125682777;Hut ab, Frau Festerling! Ich unterschreibe jeden Ihrer Punkte! Im Bezug auf uns Deutschen, wären diese sogar Gesetzeskonform!;False
855014721203619;Die Presse gibt immer Benzin. Man soll nichts an sich ran kommen lassen. Geredet wird immer und immer wieder. Es ist eine Sache die denen da oben Angst macht;False
1013013512070405;Herr Schuster schon gemerkt wer eure wahren Feinde sind.;False
1134123726626049;Es reicht mir was ich in den Polizeiberichten lese.danke Frau Merkel;False
1056803697691386;Ekelhaft,wie im Gruselkabinett.;False
1134432016595220;Naaah, ich weiss ja nicht. ...so wie die ausschaut ist die schon längst verdorben :/;False
1105404656164623;Kippt 100 Tonnen Gülle auf die Fläche und der Spuk ist vorbei ??;True
1057151130989976;Die Nachricht wurde vielleicht nur falsch interpretiert. Es wurde in ganz superextrem klitzekleinchen Maßen abgeschoben.;False
1088477237857365;"Ich bin ein Fan von Geert Wilders. Und trotz der vielen Stimmen werden die anderen Parteien alles tun, um ihn zu verhindern. Erst bei 51% und 76 Sitzen für die PVV  hätte er eine Chance. Und die erreicht er niemals, da es auch dort  viel zu viele Gut- und Bessermenschen gibt. Genauso ist es in Frankreich mit Marine Le Pen;  sie schafft es nie.";False
935325416505882;Mensch Leute... Ihr macht es dem Josh, Schuldigung, dem Herrn McAllen aber leicht für sein Uniprojekt....;False
935273906511033;Kaan Er Peter Muitin;False
991316730906750;Proud of you all!;False
985369591501464;Super Sache...lg nach Dresden;False
1063658460339243;Wundert mich nicht! Ich arbeite im Einzelhandel, da stehen Jugendliche  vor mir die nicht einmal 10% von 1€  schätzen können.... aber wieviel MB Datenvolumen im Vertrag stecken wissen sie, wie man sie sinnvoll nutzen kann leider nicht??.;False
882713308433760;Flüchtlinge aus Tunesien und Marokko ich glaubs nicht aber einer weniger.;False
1121859697852452;weiter so.....Björn for Kanzler......Klasse Rede weiter so.....wie Honni schon sagte Vorwärts immer Rückwärts nimmer;False
982639791774444;Wieso hat Ungarn eigentlich dicht gemacht? Die kommen doch eh alle nach Deutschland;False
982694038435686;Ja es gibt ein Asyl Recht .... Das weiß ich .... Und laut eu muss man sich im ersten eu Land registrieren lassen .... Und das ist Deutschland ??? Ungarn befolgt dir Regeln Europas .... Und Ungarn lässt sie nicht über die grüne Grenze .... Deutschland macht doch auch langsam die Grenzen dicht ....;False
856263794412045;"winzig, dick und bier in der hand... arbeitslos sowieso, wie du aussiehst. ein typischer links autonomer idiot halt ;-)";False
1012242105480879;ab 5:20 min Merkel muss weg (Y) http://www.mdr.de/mediathek/mdr-videos/a/video311332.html;False
1007129782658778;LÄUFT!;False
935424736495950;Da wird sich das Maul zerfetzt u tausende mal ein NPD Verbot beantragt, warum verbietet man in diesem Land nicht Salafisten u zerschlägt diese Struktur? Öffentliche Auftritte unterbinden, ach ja da gibt es die Meinungsfreiheit. Raus mit diesem Gesindel.;True
1052411088130647;Thomas Miles ,trink Du Dein Weissbier,Bild dazu lesen,nebenbei RTL,ZDF,etc.schauen.Das passt schon.;True
876578855713872;"Zuwanderung von ""Fachkräften""  ich lach mich schlapp !!!!!!!!!!!!!!!";False
985354668169623;Nur 500????.Ironie aus??????;False
1063436010361488;Ein Fall für die Rosenheim Cops^^;False
960882880616802;Ist es dann von unseren Nachkommen auf vorderman gebracht kommen sie zurück und sagen es ist ihr Land.;False
1063699623668460;Ist da ein Zusammenhang mit z.B. Riesigen Klassen die zu einem großen Teil aus neu Bürgern bestehen?;False
1111337028904719;NEIN,SIE MUSSEN EUROPA ISLAMISIEREN.DESWEGEN ,ABER DIE SAUDIS STECHEN DAHINTER.DIESE SEHR REICHE AFFEN BEZAHLEN ALLES BIS DIE MUSLIME IN EUROPA ANKOMMEN.;False
1010340672337689;Türkei und Saudis unterstützen den Terror mit Geld und logistik.Erdogans Tochter betreibt geheimlazaretts für IS Kämpfer.Lupenreine Demokraten wie Putin werden dafür mit Boykotts überzogen um ihnen die Rohstoffe zu stehlen;False
1007231662648590;"Bärbel Steinacker, blöde bist du nicht, aber sehr blauäugig! Wer kämpft in Deutschland für seine eigenen Ziele und für seine ""eigene Politik""?";False
1065837883454634;"CDU/CSU Wahlprogramm 2002: ""Deutschland muss Zuwanderung stärker steuern und begrenzen als bisher. Zuwanderung kann kein Ausweg aus den demografischen Veränderungen in Deutschland sein. Wir erteilen einer Ausweitung der Zuwanderung aus Drittstaaten eine klare Absage, denn sie würde die Integrationsfähigkeit unserer Gesellschaft überfordern. Verstärkte Zuwanderung würde den inneren Frieden gefährden und radikalen Kräften Vorschub leisten.""";False
991256230912800;Von Tag zu Tag steigt die Zahl derjenigen, vor denen ich meinen Hut ziehe... Danke.;False
991238904247866;Deutschland erwacht es ist fünf nach zwölf  !!!!!!;False
862046987167059;Da hast du recht;False
982653711773052;Laut Merkel wird sie weiter alles durchwinken;False
855009681204123;Deswegen kannst du auch so gut unsere Sprache. .;False
1111378252233930;Sehr gut ....;False
1007295322642224;Ich habe einen rein deutschen Stammbaum, wie willst Du mit mir sprechen ???;False
1134220093283079;Elende Sauferei bringt nix;False
876381335733624;DIE BA IST SEHR SCHÄDLICH;False
1057785180926571;"Da ja an den Grenzen Deutschlands wohl nicht korrekt erfasst wird wer und wieviele sich hierher bewegen, braucht man sich über geschätzte ungenaue Zahlen wohl nicht wundern ;-)";False
1095993747105714;Und die kommen doch irgendwann alle zu uns, ich hasse diese Vorstellung!;False
1052497151455374;Können linke Berufschaoten lesen? Der Artikel bringt es auf den Punkt.;False
1063670073671415;"Rieke Arndt ..zitat aus deinem ersten link "" Der Bildungsmonitor zeigt, inwieweit das Bildungssystem eines Bundeslandes zum Wachstum und Wohlstand der Wirtschaft beiträgt. Die Zahlen kommen von verschiedenen statistischen Einrichtungen wie beispielsweise den Statistischen Landesämtern und werden in Punkte umgerechnet. Die Daten stammen zumeist aus dem Jahr 2013 und 2014.""...das nur zu den von dir angemahnten aktuellen daten.....die daten oben im beitrags link sind ebenso aus 2013...wo ist nun dein problem ? ..und egal wie du es drehst oder wendest : bremen,hamburg+berlin sind eindeutig auf der verliererseite...n'est ce pas ?";False
1134084936629928;Naja , dann soll mal viele kennenlernen;False
1096046497100439;Nicht halten, einfach vollgas das ist eine Autobahn und kein Freibad.;True
882818728423218;Du sprichst einem aus der Seele!!!!??;False
876288802409544;"Na klar seid ihr Schuld.......ihr bösen sprecht doch aus worüber man zu schweigen hat....;-)";False
1055213424517080;Die beste Hilfe ist, die Hilfe zur Selbsthilfe ??;False
1055082804530142;Grenzen endlich schliessen!!!!Es reicht....mit dem Dr...!!!!;True
945919505446473;Ach dann bekommen die Dealer Nachschub. Die kriminellen von morgen! Armes Deutschland !!!;False
1012387285466361;Guten Morgen Herr Wilson. Ich liege Ihnen nicht auf der Tasche, meine Eltern zahlen alles. Sie wissen aber gar nicht wie schwer es ist, mit 2500 EUR Taschengeld im Monat in München zu leben. Ansonsten kann ich Ihnen auch nicht zustimmen, Intelligenz hat nun rein gar nichts mit Dummheit zu tun.;False
1094863007218788;"Ich wohne auch zu weit weg, und hier schlagen halt die Systemmedien mit ihrer Hetze und Propaganda durch, Pegida wird immer ""fremdenfeindlich"" betitelt, was eine 100%ige Lüge ist.  Und die Menschen glauben es.
Aber es werden zusehends weniger, und der Schock über den Wahlerfolg der AfD stand den Politdarstellern und ihren medialen Vasallen ins Gesicht geschrieben - und das ist gut so!";False
1111329082238847;1 schritt in die richtige Richtung.;False
1092011094170646;Aufbauhilfe? Was denkst wer das macht? Deutschland! Die gehen erst zurück wenn Deutschland verarmt ist und der Michel ihr Syrien zum neuen Schlaraffenland umgebaut hat;False
1055099507861805;https://youtu.be/wV-_zVGqTNE;False
1012935162078240;na dann wird ja noch alles gut dank Zion;False
982660498439040;Das sind alles harmlose traumatisierte Flüchtlinge....Flüchten vorm Krieg und schmeißen dann Holzstücke und Steine auf andere...Klasse...;False
993526877352402;Siegfried Meyer .  Ich stimme zu. Gemeinsam gegen TTIP! Der Feind meines Feindes ist mein Freund! Jedenfalls temporär!;True
945502578821499;unsere Politiker verlieren jeden Tag mehr an Glaubwürdigkeit, das ist doch schon Kriminell was die sich erlauben!! das sind doch alles Verbrecher :(;False
888078014563956;"Also ich habe nur Araber ""Hamas, Hamas ,Juden ins Gas ""auf einer Demo in Frankfurt brüllen hören.Ich dachte , ich kipp um, so hat mich das geschockt.";False
882863961752028;Haha! Das Ziefer entsorgt sich selbst. Schade dass man das Pack dazu nach Doitschland holt. ??;False
1069217783116644;Nachtjacke ??????;False
1065802323458190;da hab ich immer geschlafen :);False
945890215449402;Eh, ich wohne auch in München. Fast fühl ich mich persönlich beleidigt. Ich würde das Dreckspack am liebsten sofort wieder zurück schicken. Aber leider geht das nicht :(;False
1105528599485562;Nein;False
935308706507553;Diese Truppe hetzt Die Moslems auf und schickt Sie ins Kriegsgebiete. Dort finden Tag täglich Kriegsverbrechen statt, da ist Brut noch ein sehr milder Ausdruck.;False
1056971781007911;Genau das Gleich ist mir auch gerade durch den Kopf gegangen. Die sind schneller zurück als der Rückflug gedauert hat. Außerdem rücken für jeden abgeschobenen Flüchtling gleich 500 neue nach...In son Airbus A380 passen 500 bis 800 Leute rein. Das würde ich eine Massenabschiebung nennen, aber 127...;False
855047971200294;Super Video und jetzt erst recht. Wir sind das Volk......;False
1011278225577267;Herr Bue ich glaube ich kann friedlich schon von agressiv unterscheiden! Und wie denke ich denn? Gut, ich habe nicht mit 80 Millionen gesprochen das ist richtig, aber mit vielen Leuten. Und ich lese auch hier bei Facebook viel....und nein....nicht nur auf der Pegida Seite auch auf vielen anderen Seiten. Und auch da ist der Tenor der gleiche! Dann sind es aber wohl nicht wenige die diese Meinung verteten!;False
862009770504114;Ich find Pegida doof.;False
1043676682337421;"Einige Bundesländer erfassen nicht einmal Fallzahlen

Nur wenige Fälle geraten ans Licht der Öffentlichkeit, wie die sexuellen Übergriffe auf eine Putzfrau in einer Asylbewerberunterkunft im bayerischen Kitzingen. Seit Beginn der Woche dürfen dort keine weiblichen Reinigungskräfte mehr eingesetzt werden.

Ein ähnlicher Vorfall hatte sich vor zwei Wochen in einem Heim in Niedersachsen ereignet. Im Erstaufnahmelager in Gießen sollen im vergangenen Monat 15 Frauen sexuell missbraucht worden sein. Die Polizei ermittelt wegen Vergewaltigung und Zwangsprostitution.

Nicht alle Bundesländer erfassen Missbrauchsdelikte in den Asylbewerberheimen. Aus Sachsen, Hamburg, Nordrhein-Westfalen, das in den vergangenen Monaten am meisten Menschen aufgenommen hat, liegen keine Zahlen vor. Aber nach Kenntnis des Integrationsministeriums in Rheinland-Pfalz wird ein sehr großer Teil der Flüchtlingsfrauen Opfer von Gewalt oder sexualisierter Gewalt. Hessen registrierte Fälle im ""unteren zweistelligen Bereich""; das Saarland weiß von drei Frauen. Die Dunkelziffer ist hoch. http://www.n24.de/n24/Nachrichten/Politik/d/7478088/der-albtraum-einer-christin-in-brandenburg.html";False
985352348169855;Unterschreibt die Amtsenthebung Merkels, kopiert den Link der Petition und kopiert diesen auf alle FB Seiten rein! TEILEN! https://www.change.org/p/wir-fordern-das-misstrauensvotum-gegen-frau-merkel-sofortige-amtsenthebung-frau-merkels?source_location=petitions_share_skip;True
862079637163794;"Hinter Pegida steht doch jeder der da hin geht...da spielt es doch keine Rolle wer die ""führung"" übernimmt.....danken wir den Leuten ...die es uns möglich machen das es weitergeht...und wir sollten froh sein, wenn sie der ""lügenpresse"" kein Futter geben..... Finde ich TOP! !";False
1055294001175689;"Da bin ich mal gespannt, wo Deutschland die denn alle lassen will! Weil die offiziellen 1,5 millionen ""Flüchtlinge"" hausen ja jetzt noch in Zelten weil gar keine Unterbringungsmöglichkeiten mehr da sind! Da wird man dann wohl dem deutschen so die eine oder andere Zwangszuweisung bei zu viel vorhandem Wohnraum zumuten müssen.";False
985372974834459;Ich liebe dieses PACK !!!!!;False
854999804538444;Schwachsinn..... jetzt umso mehr wir geben nicht auf ! wir haben ein Ziel und halten voll drauf !!! :) PEGIDA !!!!;False
1063737606997995;"Wenn das Koranwissen abgefragt worden wäre ... müsst man die Tabelle grad auf den Kopf stellen. It's that simple ... ;-)";False
855008451204246;<3 <3 <3 ... IHR seid riieeesig !!!;False
1056907007681055;man weiß immer nicht ...soll man lachen oder weinen...;False
1012280152143741;"“Achtung Fakebild“?
Hahahaha, aber das war jetzt schon wichtig, sonst hätte die Mehrzahl der Anhänger das noch für echt gehalten.
Sehr fürsorglich. Respekt!
... oder war das jetzt, um der Bewegung mal wieder die üblichen Peinlichkeiten zu ersparen?
Also so oder so, das Fettnäpfchen habt ihr mit einem Rittberger genommen, ich gebe eine 9,0!";False
1052926798079076;Ich bin gespannt, wenn es der Polizei mal zu viel wird mit der Gewalt von links und der mangelnden Unterstützung seitens der Politik!;False
945929692112121;"wir sind doch ein transit land
also können sie doch durch deutschland durchflüchten.""""""""""""""""""""""
schee das da hats aber no scheena is wens euch wieder schleichts.""""""""""""""""""""""""""""";False
861964757175282;frag mal lieber was ist deines unseres kennst du ja wenn du dich hier verirrt hast;False
1013192185385871;und wieder gelöscht;False
1063808330324256;"1000%ig ne gute Methode ;-)";False
985464658158624;Aber das sind natürlich für de Kritiker viel zu viel;False
876284275743330;Die Arbeitsagentur sollte ganz kleine Brötchen backen. Diese Herrschaften sind nicht mal in der Lage, ältere deutsche Arbeitslose mit guter Ausbildung wieder in Lohn und Brot zu vermitteln. Das wollen die dann mit den Heerscharen zumeist ungebildeter Zuwanderer schaffen, die noch nicht mal die deutsche Sprache beherrschen? Die dafür sorgen, dass das Lohndumping in diesem Land noch weiter voranschreitet? Ich kann es nicht begreifen, dass die arbeitende Bevölkerung in Deutschland sich immer weiter ausbeuten lässt.;False
1063247420380347;aber auf die sachsen schimpfen und heetzen;False
991355474236209;Jeder Weg beginnt mit dem ersten Schritt.;False
1111615315543557;Wo bleibt die Richtige Hymne von Deutschland????    Wir haben nicht nur diesen Teil.....    Traurig ist das. Auch das zählt unter Erhalt unserer Tradition!!!!;False
985382868166803;Dresden alleine reicht nicht Grad jetzt 89 ging es auch also macht was;True
1010259992345757;"Während die PEGIDA schon LANGE gewarnt und entsprechende Vorschläge gemacht und Forderungen gestellt haben, faselt Merkel was von ""alles im Griff"" und HANDELN tun die Politiker ALLE NICHT. Machen wir uns nichts vor, solange DIE an der ""Macht"" sind, wird es nur immer schlimmer werden. Sie werden nicht das Ruder plötzlich rumreißen und den großen Masterplan ins Wanken bringen.";False
1063670220338067;Holger Reinhold : Ich kann vor lauter lachen nicht mehr tippen;False
985473831491040;Wir brauchen doch nur warten, was von den Medien nach der Open-Air-Sylvesterparty auf dem Theaterplatz für Teilnehmerzahlen genannt werden.;False
982660601772363;ich vermisse traumatisierte Fraue  und Kinder.;False
1010186439019779;Ja das ist halt der schlanke Staat............;False
1064099813628441;"Ich kann zwar euren Dialekt nicht ausstehen und die Kümmelei in eurem Essen ist abartig aber ich bin stolz auf alle Sachsen.
In Mecklenburg passiert ja alles 50 Jahre später aber leider wird es dann zu spät sein...";False
977022562336167;"Wie sollten manche Staaten auch diese Flüchtlingsflut wirtschaftlich stemmen können? Auch hier frage ich mich, wie lang man noch Fass ohne Boden für die ganze Welt spielen will, damit der ""schlechte Deutsche"" seine jahrzehntelang antrainierten Schuldgefühle ablegen darf? Bald wird dieser ganze Hokuspokus vor Jedermanns Haustür stattfinden. Mir graut schon vor dem Winter!";False
1120416677996754;?ann es kaum noch erwarten;False
989176507787439;also langsam wird es albern.....;False
961161183922305;Wie ihr linkes Pack uns nennt ist uns egal! Wir tuen noch was für unsere Land! Und arbeitscheu und faul ist ja bekannt so wird die linke Zecke benannt!;False
982727628432327;Und so was sollen wir in unser Land lassen......?? Deutschland Zeit wach zu werden....;True
1012384878799935;Ja ina, lieber würze ich mit spreewaldgurken als mich dort in die Luft sprengen zu lassen alle Beirut manier!;False
876920072346417;Ich kenne persönlich deutsche Fachkräfte darunter auch Ingeneure die arbeit suchen;False
1111354205569668;Das ist ja mal was positives;False
855002041204887;Aber bitte.... ohne Roland Kaiser!!! Laaaaaaaach;False
991274037577686;"Totalversagen der Regierung ! Frau Dr.Angela Merkel, treten Sie endlich zurück. Wer seine Bürger/Grenzen nicht schützen kann, muss weg. Für unsere Sicherheit,     für  u n s e r e  Heimat ! 

Sofortige Visumpflicht und stärkere Grenzkontrollen. 

Was haben Sie bloß angerichtet!";True
945348882170202;"So langsam kommt einiges ans Tageslicht. . . . . 

#PEGIDA #GekommenUmZuBleiben #DresdnerThesen";False
1007133372658419;IS-Kämpfer? IS-Mörder wäre der wahre Ausdruck;False
1035153376523085;Nichtmal GDL stimmt. Da wären schwarz und gelb noch getauscht. Na ja, irgendwer kommt bestimmt noch auf die korrekte Flagge. Wird ja auch erst seit knapp einem Jahr drüber diskutiert. Google is your friend!;False
882683238436767;Wieder ist dem Deutschen Staat eine Fachkraft verloren gegangen.;False
1012419675463122;Gunder Stürmer: nur wenn sie eine burka tragen!;False
1010567735648316;wenn meine tochter was passiert werde ich merkel persönlich verantwortlich machen.;False
945833015455122;In München leben wie in Kiel doch soviel Gutmenschen.;False
991236750914748;"Gutes Gelingen, LG aus Nörvenich (Kalifat NRW) ;-)";False
966638440041246;Danke ihr Guten ??;False
1013072222064534;Ich finde es toll, daß auch das Ausland - und gerade Israel, wo das Verhältnis ja nicht so einfach ist, Farbe bekennt und das deutsche Volk unterstützt! Je mehr, umso besser, umso schneller ...;False
945853855453038;Schickt sie zurück zu ihren Familien.... aber sofort.....;True
1065937926777963;"Vllt. sollten sich diese Linksterroristen das linke Banner mal zu Herzen nehmen. Wer mit gewaltbereiten ""autonomen"" und ""erlebnisorientierten"" Gruppen gemeinsame Sache macht, der ist einfach unglaubwürdig. 
Das rechte Banner sollte auch für PKWs und Einsatzfahrzeuge der Polizei- und Rettungskräfte gelten. 
Oh - dann bleibt ja von dem ganzen verlogenen Haufen nicht mehr viel übrig.^^";False
874723585899399;http://allrights.nicobartes.com/sichere-anwendung-nb-com/uploads/2014/01/dumme-menschen-beleidigen-dich-wenn-du-facebook-sprche-lustige-facebook-sprche-zitate-kochde-13905513748kng4.jpg;False
961254503912973;Die Krankenhauskosten tragen wieder mal WIR :-(;False
1063236650381424;??;False
1105956276109461;Heute vor einem Supermarkt. Als ich vom Einkaufen raus kam, traute ich meinen Augen nicht. Da lag doch einer auf den Knienen davor und zeigte uns seinen Arsch, Schuhe und Strümpfe waren nicht an seinen schmuzigen (waren es wirklich) Füßen. Reinste Provokation.;False
1056571331047956;So ein paar Kasper .;False
