id;description;DBO
1010225505682539;Judith Becker, danke ??!;nothing
1012241645480925;Kennt eigentlich noch jemand den kosakenzipfel?;nothing
985373034834453;Keine Live schalte nach Dresden möglich;nothing
1095973387107750;Einfach nur zum KOTZEN;nothing
1096428357062253;Proletarier - Waschmaschine und weggespült. Die sollten in ihrer Heimat mal die Ausfahrt des Kalifen blockieren. Da erkennt sie die eigene Mutter nicht wieder. Aber in Europa wide Sau spielen. Unglaublich;nothing
1095899500448472;Immer diese Bilder der Invasoren, Gewalt nur Gewalt jeden Tag   und es wird nichts dagegen getan. Ich bin nur noch wütend.;criticism
1043783935660029;Volksverhetzung mit ner Mistgabel? Ganz schlecht...darf ich nun nicht mehr Misten? ??;nothing
1007226285982461;Meinst du diesen Dreck bei dir im Profil ?;nothing
1134199816618440;"Ich sage nur; Scheiterhaufen";nothing
1388385847175753728;@BubsKek @offi1976 @Horst512 Kann es sein das Dir die Trump Niederlage immer noch aufs Hirn drückt Du kleiner AfD Fan Boy?;nothing
946354498736307;Habt ihr selber kein Dach über dem kopf, oder warum seid ihr so boshaft und neidisch. Das 'Pack' flieht vor Menschenrechtsverletzungen und ihr macht gleich damit weiter. Sehr vernünftig, genau so werden diese menschen wieder stabil und können sich in die gesellschaft einbringen. Was wäre, wenn ihr fliehen müsst... und als Pack bezeichnet würdet, dass man anzünden soll? Ihr seid so unendlich unfair und egoistisch, dass es kracht.;nothing
1316;ANTIFA DEUTSCHE ÜBERLEGT ES EUCH 2 MAL MIR DUMM ZU KOMMEN MICH BELEIDIGEN ODER EUCH GEGEN MICH ZU STELLEN...ICH ZUCKE EINFACH DIE GLOCK UND SCHIEß EUCH ZWISCHEN DIE AUGEN..OHNE STRESS..EIN DUMMES WORT REICHT UND ICH KNALL EUCH AB...EIN EINZIGES DUMMES WORT UND DAS WARS KEINE GNADE KEINE DISKUSSION NUR EIN WORT....VERSPROCHEN;nothing
982738771764546;Na wartet nur mal alle ab wie die sich benehmen wen sie in Deutschland sind und es nicht so geht wie sie es gerne hätten;nothing
876307975740960;ja klar, vielleicht lohndumping-schädlich.!;nothing
1226;Heil Hitler, unsere Zeit wird kommen;agitation
1012245518813871;Ichverkaufe aber nur an bärtige Männer mit nachgewiesenem migrationshintergrund;nothing
1055284054510017;Europa ist voll genug ! Sense aus Basta !;nothing
1069223186449437;max bauer danke;nothing
983129178392172;"Christine Kunze, das ist nicht die Angst vor dem Volk. Nur die Eliminierung hasserfüllter, geistig verstrahlter Ergüsse, geschrieben von nur vermeintlich ""normalen"" Bürgern mit vollkommen verschobener Wahrnehmung.";nothing
993560107349079;Schön schön - zurück in die 'Vergangenheit - Deutschland den Deutschen Wohlstand raus - Ich hätte da mal eine Frage: In welchem Jahrhundert lebt ihr???;nothing
1096501523721603;Das fällt doch garnicht mehr auf bei den Mrd die wir zahlen ?? - Da wird das Geld dann mal sinnvoll zum Schutze der EU Grenzen eingesetzt;criticism
1043772312327858;die sind doch alle bekloppt!;nothing
1111453328893089;Der hat doch keinen mehr, hat ihm doch eine Frau abgelutscht.;nothing
1105511259487296;Na klar, ganz sicher.... und Claudia Roth wird Kanzlerin !;criticism
1457;Heil Hitler! Der Führer ist zurück und wir werden uns nicht von den Kommunisten und Juden kontrollieren lassen;nothing
1010180925686997;Annette Kaiser  Richtig. Es gibt aber nun mal Muslime, die ihren Glauben anders (extremer) ausleben. Daher laufen ja auch viele/einige muslimische Frauen mit dem Kopftuch rum.;nothing
1152570301448058;"""Wir verlieren immer...""Schluss -Satz im Western :""die 7 gerechten""..";nothing
1038657909505965;Der wohnt in Dresden Blasewitz in hübscher Anlage.;nothing
876276892410735;Nordeuropa ist Hochtechnologieland. Wir können nie billig, das können andere besser. Daher ist unser Gebiet für Ungeschulte wohl der falscheste Ort zum Hinflüchten, den man sich vorstellen kann. Die Emmigrationländer und Migranten besitzen ausnahmlos keine Technologie, die für uns nur im Geringsten nutzvoll/nutzbar wäre. Auf Flüchtlingsschiffen befinden sich keine Personen, die für unsere Hoch-lndustrie von Nutzen wären.;nothing
991504700887953;Die deutschen müssen zusammen halten!!!;nothing
1010184409019982;Anna Feißt Nochmal, ich rede nicht von VERSCHLEIERUNG.;nothing
982686348436455;Haha Mario Michael, stell dich mal lieber euren ultras entgegen.;nothing
1065875153450907;"Diesen Brandbericht wirds wohl nicht geben,und schon garkeinen ehrlichen.Da gabs doch schonmal was in Tröglitz und wenn man sich die Bilder beider betroffenen Gebäude betrachtet sieht man eine große Ähnlichkeit des Brandschadens.Damals wurde Tröglitz von allen Medien lautstark zum braune Nest erklärt und die Antifa-Sturmtruppe angekarrt um die Bürger zu beschimpfen.Daß schon andere Gebäude des Eigentümers aus ungeklärter Ursache in Flammen aufgegangen waren,blieb weitestgehend unter der Decke.Und seitdem ""still ruht der See""";nothing
982699098435180;Wir werden aber auf keinen Fall vergessen, wer für all das, was jetzt kommt, verantwortlich ist...;nothing
1134242839947471;Jürgen empfiehlt....  Einfach mal zurücktreten....;criticism
991239797581110;So. Jetzt hab ich es auch geschafft!;nothing
1013034708734952;Guten Morgen Herr Schuster. Das sagt Pegida seit über einem Jahr und wurde dafür als Pack, Mischpoke und Ratten beschimpft. Willkommen im Club.;nothing
855053067866451;Und die Grammatik dieser Patrioten...wirklich erfrischend :-);nothing
1010343162337440;Nonsense...;nothing
1012236902148066;mit ihrem blut soll sie zahlen;nothing
1134207013284387;na hoffentlich hab ich genug schoko-pudding zuhause, sonst zuenden die mir mein haus an !;nothing
1055075051197584;Alls rein das auch der letzte Deutsche wach wird;nothing
982662895105467;Deine worte in gottes ohr!!!;nothing
855194721185619;Spaziergänge bewirken gar nix. Nur Wahlen. 2013 nahmen 34 Parteien an der Bundestgaswahl teil. Da war es möglich, die Partei zu wählen, die der eigenen Einstellung entspricht. 2017 gibt es wieder die Möglichkeit. Die demokratische Parteienvielfalt ist der große Unterschied zu den Demos von 1989. Deshalb ist PEGIDA sinnlos, denn das wahre Volk mit den gut 60 Mio Wahlberechtigten wird 2017 entscheiden, wie es weitergeht.;nothing
882699795101778;Andy es geht nicht nur um Radikale...es gibt Berichte, wonach die Nordafrikanischen Länder ihre Kriminellen und Geisteskranken in die Boote nach Europa setzen....wenn das stimmt, erklärt das vieles....;nothing
1010174175687672;"Tolle und mutige Rede von Frau Festerling gestern.
Laut Welt-Online waren lt. der Studentengruppe ""Verzählt"" 12000 Demonstranten da.
Man befragte auch die Polizei,die von über 20000 Demonstranten sprach.
Der Polizei kann man wohl mehr glauben  (googeln)";nothing
1106;Sieg Heil, wir werden Deutschlands Ehre wieder herstellen! #HammerskinsForever #HH88;agitation
876283329076758;"Von was für ""Fachkräften"" redet die #BA hier? Von den #Salafisten ? Den#Frauenverbrennern ? Den #Totschlägern ? Den #Einbrecherbanden ? Den#Frauenvergewaltigern ? Den #Messerstechern ? Den #Ladendieben ? Das würde mich jetzt schon mal interessieren !!!";agitation
991314550906968;Falsch, jeder kann den Karren aus den Dreck ziehen und gemeinsam geht das auch viel schneller einfacher und besser. Jede Stadt könnte das wenn sie will und sich die Einigkeit im Kopf verankert;nothing
1038673976171025;Thomas Schmidt: Was soll das denn? Im Video wird gesagt, dass Böller von einem Journalisten geworfen wurden, das ist doch entscheidend.;nothing
1095979647107124;"Sie nähen sich die Münder zu, randalieren und liefern sich Straßenschlachten, sie bringen sich gegenseitig um und so weiter und so weiter ! Wie kommt es das Menschen die vor Kraft strotzen und so viel Gewalt und Brutalität in sich tragen angeblich vor Krieg und Verfolgung fliehen obewohl sie ja bestens dazu geeignet wären ihr Land und die Familie zu verteidigen ? Hier läuft was anderes aber bestimmt keine Flüchtlingswelle ;)";nothing
861991987172559;manche können sich ihre dummen Kommentare sparen..;nothing
1010320872339669;und wem verkaufen wir dann die Waffen?da könnt ihr lange warten;nothing
882683048436786;Wir zeit für pegida in plauen!!!;nothing
945906522114438;Lege mal Beweise auf den Tisch [@IND]. Und zeige dir mal auf Bildern, du Hase!;nothing
855015947870163;Wir kommen alle wieder!!;nothing
876570995714658;Typisches bild. Ich war gerade einkaufen. Zwei vermumte den einkaufswagen voll neue adidas klamotten an und das Handy am ohr. So sehen unsere arbeitskräfte aus.;nothing
1035140229857733;Danke Dresden grüße aus Dietzenbach;nothing
982661965105560;Please share! Message to illegal immigrants from Hungary: https://www.youtube.com/watch?v=fgJRjy2Xc0c&feature=youtu.be;nothing
887987914572966;Bravo Front National (Y);nothing
1056481377723618;Too bad, but most certainly, that's what it's going to be like!;nothing
874462949258796;Mann was biste denn so sauer?;nothing
1065835066788249;"In der DDR nannte man das Fach ""Staatsbürgerkunde"" wo man die Phrasen des Sozialismus auswendig lernen musste. Wahrscheinlich soll dann heutzutage das Lied  ""Say it loud, say it clear 2 Millionen Moslems by year are wäälgom here"" in die armen Kinder angetrichtert werden. >:(";criticism
1096007297104359;Wir stehen alleine da...soviel zm thema vereinigtes europa....Mann könnte dieses problem in ein tag lösen...aber die starken (merkel und co) möchten es nicht lösen.....denn die wolken Europa und das Christentum zerstören. ....;criticism
1064684610236628;...weiter so...;nothing
1012365412135215;Die haben doch nicht alle Schweine im rennen die sind hier in der BRD und nicht sonst wo !!!!;nothing
888004541237970;Naja die AfD  macht Hoffnung;nothing
1064313213607101;Weiter so!!! Ich hoffe, daß wenigstens der Ostteil Berlins irgendwann mit zieht!;nothing
991248194246937;"Klasse Dresden...Grüße aus Süddeutschland...lasst euch nicht unterkriegen und lehrt der Obrigkeit das Fürchten - ""Wir sind das Volk!""";nothing
1065853216786434;Also ich sehe bei den Demos der AfD in Erfurt viele Rentner, die bei Wind und Wetter dort erscheinen. Sicher gibt es welche, die aus Gewohnheit CDU und SPD wählen, aber das sind längst nicht alle.;nothing
1152518951453193;da hat keiner seine Arbeit verloren;nothing
1063656740339415;"Um es einmal so auf die Spitze zu treiben wie die Facebook Seite von Pegida nehme ich einfach mal einen Wert eines Jahres, der Sachen schlecht darstellt: Sachsen ist das Land mit der prozentual signifikantesten Verschlechterung im Bereich der Bildungsarmut: http://www.insm-bildungsmonitor.de/2015_best_i_bildungsarmut.html 
Man sollte immer das ganze Bild betrachten und sich umfassend informieren! Alles andere ist gefährliches Halbwissen und MIST";nothing
1152531618118593;Alfred Gruber sehe ich auch so,in meinem Umfeld wählen alle AfD;nothing
1065809476790808;Die brauchen naive Bürger wie in den alten Bundesländern die eher die Kirchen besuchen als selbst ihr Hirn einzuschalten, sind nicht alle so aber all die Singen und Tanzen besser fanden als Mathe und Deutsch.;nothing
1385178668062887936;@PapkeGerhard Man muss nur in die täglichen Statistiken schauen !! In Städten mit hohem Migranten - Anteil sind die Zahlen an höchsten , und der ganze Landkreis wird mit bestraft !! Nach dem Ramadan werden die Werte noch höher sein !!! Bin kein Nazi , aber kein Mensch traut sich das zu sagen !;nothing
862303670474724;"Das scheint fast unmöglich zu sein mit dieser Neutralität
Aber es wäre sehr wünschenswert";nothing
977230212315402;"So betitelt man Niemanden! Jedem Menschen gebührt Respekt; er kann ihn bei mir nur verlieren.....";nothing
882676905104067;Bedauerlicher Einzlfall!!!Was sonst!!!;nothing
982654855106271;Alloha snackbar pero no aki xfa;nothing
1105473249491097;Das ist kein Spiel mehr....;nothing
1107038442667911;Cool , hier wird ja mal offen gesprochen;nothing
1035122473192842;Support from Poland! <3;nothing
960864323951991;Jasmin, die sind nicht belegt, die sind baufällig, weil alles Geld in die Asylindustrie geht.;criticism
935600879811669;ich spreche von der mehrheit der menschen siehe köln^^ aber mit den meisten hier kann mann ja nicht vernüftig diskutieren;nothing
1063321217039634;"Kann diesem ""Dresden Drecksvolk  ""  einer mal was von deutscher geschichte erzählen Thema Mauerbau und so ??Integration von Bundesländern in deutschland,  ... habe selten so gelacht !! Mein Mitleid hat dieser Mensch !!!";nothing
982766721761751;Dieser manner werden in nahe zukunft private grosse Hauser besetzen. Dann kugen wir was passiert. Ich werde es geniessen;nothing
1394002483941367808;@Ichbins2009 @DrStrompen @ZentralratJuden Man schaue sich die Bilder an und warte auf die Polizeiberichte. Wir haben hier einen importierten arabischen Antisemitismus, den es vor einigen Jahren noch nicht gab.;nothing
1313;Eigentlich müsste man euch Nazis genauso vernichten wie man es im zweiten Weltkrieg getan wurde.;nothing
1038769592828130;Ab wann läuft heutzutage ein Politiker vor Scham rot an im Gesicht ?;criticism
960860317285725;Richtig so;nothing
982649701773453;alloha snackbar? ??;nothing
1105673699471052;Schweinekopfhagel. ??;nothing
1111653558873066;"Habe mir unsere Nationalhymne jetzt noch einmal angeschaut, obwohl ich heute wie immer direkt dabei war und natürlich auch kräftig mitgesungen habe. - Jetzt kann ich beruhigt und schön schlafen! Gute Nacht ihr Patrioten! ;-) Schön, dass es Euch gibt!";nothing
977038182334605;I know Ultrike, before reaching Germany they first cross our border with Turkey...I am very sorry for your countries, we think that you have something like Stockholm syndrom... especially in Western Germany.. The Ex GDR people still have some sensitivity, because they remember the old communism times...You have lost your instincts, even for national security....And yes, you work very hard for the EURs, I know...and despite this productivity half of your municipilities are in fact bancrupted, and you become an indebted country, following Italy,  Spain or France....;criticism
946093222095768;""" Um die Neuankömmlinge zu betreuen, braucht es – zumindest für die Hochphasen im Sommer – 150 zusätzliche Fachkräfte."" - also Leute wirklich, unter den 500.000 Wirtschaftsflüchtlingen, die 2015 erwartet werden, werden doch sich auch paar Leute sein, die ""Fachkraft"" sind.";nothing
1012267868811636;Glaubt Ihr allen Ernstes das die ständigen Demos zu Veränderungen führen? Ich nicht! Möchte da nur an die vielen Demos gegen die Startbahn West des Frankfurter Flughafen erinnern oder gegen den Kernkraftwerk Brokdorf. Auch Wahlen werden zu keiner Veränderung führen weil sie die Wahlergebnisse verfälschen um weiter an der Macht zu bleiben! Ihr könnt den Reichstag stürmen und sie aus den Fenstern werfen und eine neue Regierung einsetzen!;subversive
1092184687486620;??;nothing
855034907868267;Jetzt erst recht,auf zu PEGIDA am Montag in Dresden;nothing
1011337092238047;Da kann ich nur sagen ...du hast wohl noch nie versucht obdachlosen zu helfen...oder? Denn diese wollen grossteils ihr eigenes Ding machen ohne fremde Hilfe weil sie sich sogar für ihre Misere schämen. ..leider! Versuch mal dagegen Asylanten zu helfen....die kriegen den Hals nämlich gar nicht voll genug....obdachlose sind dankbar für speisen und Getränke. ...die Asylanten wollen nur Geld mehr nicht...;nothing
1035641363140953;"Andreas Wege, wir Dresdner arbeiten daran, daß Ähnliches in Sachsen niemals passieren wird.
Das kann nur funktionieren, wenn die hormongesteuerten Asylforderer einen Bogen um Sachsen machen, weil denen von hier ein mächtiger Gegenwind entgegen bläst. ....";nothing
855034087868349;mehr als lustig;nothing
1064646690240420;Tilo Pusch schön das wir Ossis noch sachlich Probleme klären können,ohne mit einer Anzeige zu drohen.Wir sind das Volk.;nothing
982914495080307;Adine Bulamiye Gutscheine heißt das Zauberwort,die kann man nicht nach Hause schicken,verhungern und verdursten muß keiner;nothing
1096730940365328;*fahren , *auch , *fahren wir , *die;nothing
1111579588880463;Genau so ist das richtig!;nothing
945886845449739;Geht mir genauso ,wie kann man nur so verblödet sein !!!      Grüsse aus Mannheim     :);nothing
882768101761614;Vor Arbeit Miriam.;nothing
854998371205254;"In den Medien heißt es, PEGIDA stehe nach dem Rückzug von Lutz Bachmann vor dem Aus. 
Was sagt ihr dazu ?";nothing
855536074484817;Immer diese Fäkalworte, Kindern verbietet man das.;nothing
1055117441193345;"Sollte das was Herr Gerd Müller sagt , eintreffen dann hilft uns nichts mehr, das ist dann eine Plage unvorstellbaren Ausmaßes verursacht nur durch wenige Personen, einaml durch den IS, durch Obama mit seinen Kriegen, dem  arabischen Frühling und einer tollen Frau Merkel, wie war das so schön "" Zitat : Wir brauchen Fachkräfte , wir brauchen Zuwanderer, wir schaffen das "" ja FRau Merkel wir schaffen uns dank ihnen selbst ab, wunderbar welch gigantischen Schaden sie angerichtet haben dagegn verblassen zwei Weltkriege mit Millionen von Opfer zu einem Lacher dank ihnen.";agitation
855020231203068;"""Dresden – Place to be"" bettelt auf seiner Homepage um Spenden um diese teure Veranstaltung zu finanzieren ;-)";nothing
985651848139905;Sat 1 berichtet über lächerliche 7500;nothing
935341989837558;"Ich schätze mal, dass mindestens 25% der HartzIV Bezieher Migranten sind. Das relativiert die Kriminalstatistik meiner Meinung nach vom ""Ausländerproblem"" hin zum ""Chanchengleichheits- Bildungs- oder meinetwegen auch Integrationsproblem"". Wobei ich bei Integration an beiderseitige Aufgaben denke und die deutschen aus den sogenannten bildungsfernen Schichten auch als nicht integriert ansehe.";nothing
1111354205569668;Das ist ja mal was positives;nothing
1063675903670832;Ich sagte unlängst in einer Veranstaltung für Berufseinsteiger, dass 80% derer die hier sind später einen andern Beruf ausüben. Da sagte glatt einer: soviel sind wir hier doch gar nicht...;nothing
876381145733643;"Inzwischen könnte ich beidem Wort ""bunt"" nur noch kotzen. Solange wirklich Fachkräfte kommen, hat ja kein Mensch was dagegen. Auch die Spanier und Italiener, die hier ihre Ausbildung machen, sind doch willkommen. Dieses Getue in den Medien geht mir tierisch auf den Senkel. Und sie wissen immer noch nicht (oder wollen es nicht wissen) worum es uns geht.";nothing
1012579748780448;Zumindest wurde Schlimmeres verhindert. Die Gutmeinenden haben demnach versagt.;nothing
1052462181458871;"Ist doch alles ""normal"" , weiß man doch !";nothing
1069104649794624;Ich liebe euch doch alle !;nothing
960877680617322;Ein Nazi bin ich auch nicht Aber ein Nationalist;nothing
1387011284835749888;@aryeshalicar Was für ein kleiner feiger besoffener Nazi Hurensohn. Hätte definitiv mit ihm gekämpft. Was für ein kranker dummer Mensch und die meisten schauen zu. Einer steht auf, dann der Zweite, dann der Dritte und er ist dann derjenige der am Ende zu recht verprügelt wird.;agitation
1063757296996026;"Und die Trottel von ""Vollverzählt"" importiert man Montags immer aus Berlin, Bremen oder NRW???";nothing
1011382235566866;Helmut Bue Schalte Deinen Verstand wieder ein, dann darfst Du auch bei uns mitlaufen!;nothing
855642151140876;Ok;nothing
1175;Mit Deutschem Gruß! Wir sind die stolzen Deutschen!;agitation
945854495452974;oder sehen wir uns in dresden? nächste woche nicht und dann hab ich urlaub.danach können wir gern weiterrreden;nothing
1111542505550838;damit werde ich recht haben. der 500 flocken schein wird nur der anfang sein.;nothing
855017364536688;stellt euch mal vor, gestern Nachmittag sprachen hier schon die ersten davon, dass das ein Kollege-Ausländer war der den khaled umgebracht hat. Da könnte man doch vermuten, dass der Tatbestand zurück-behalten wurde um unseren Legida Leuten nicht noch mehr Demonstranten zu bescheren? Dresden und Leipzig stehen zusammen!!!;nothing
862019960503095;Mein Sohn hat Dominikanische Wurzeln, Liebe Politminuskrusten, Gutmenschen, Linksnazis&Grünfaschisten -bin ich jetzt Nazi? ? ? ? ? ? ? ? ? ?? ?? ?? ?? ?? ??;nothing
1596;Dummheit ist angeboren, insofern sind Sie exkulpiert, aber eben auch völlig diskussionsunwürdig. Mit Schwachköpfen wie Ihnen verschwende ich keine Zeit.;nothing
991242720914151;Viele grüße aus Thüringen. Sind in Gedanken bei euch.;nothing
1095913477113741;Da gibt es aber kein geld und keine Luftballons;nothing
982684245103332;Ramon De la Perez Anzeige wegen Verleumdung ist draussen ??????;nothing
855030261202065;Von Frau Malmström sicher selbst!;nothing
1095986330439789;Auch dafür Danke, Merkel!!!!!;criticism
855009681204123;Deswegen kannst du auch so gut unsere Sprache. .;nothing
1152526004785821;wer wohl da Rassistisch ist;nothing
862030113835413;als pegida;nothing
1121589604546128;"#AufDieStraße #Widerstand 

Danke Erfurt, danke Thüringen, wir sehen uns #AufDerStraße! (y)";nothing
982709011767522;"Wasserwerfer und Tränengas??
Was ist mit der guten alten Waffe?
Kein Wunder das einige tun und lassen können was sie wollen??Europas Polizei  schmeißt eben nur noch Wattebällchen.";criticism
985353724836384;Danke Dresden!;nothing
1069091219795967;So etwas kommt wenn man dauernd zugekifft ist und in der unmittelbaren Nähe von Kastortransportern herumlungert.;nothing
991240570914366;??????;nothing
1010618315643258;Theo Brenner Dann müsste ich jetzt eigentlich beruhigt sein ... aber da ich einem geistig INKONTINENTEN nicht glaube .....;nothing
1011257425579347;Sandra Brückner nicht überall ist das so, dass Polizei auf der Linken Seite steht. Liegt am Polizeipräsidenten der jeweiligen Landesregierung.;nothing
1398594216209551360;@Melolontha12 @_Der_Ketzer_ @FreiFrank3 @herr_sin @Karl_Lauterbach @Alice_Weidel Dss Parlament hat gerade mal gar nix zu sagen, wir haben ja gerade Testpandemie mit willkürlicher Inzidenzzahl und Zerstörung vieler Existenzen. Diese Panikverbreitung alleine rechtfertigt, dass sie alle zurücktreten sollten. Die Kollateralschäden sind immens.;criticism
1111342395570849;Wie soll man nun die Joints bei seinem Dealer des Vertrauens bezahlen ?;nothing
982657248439365;Hoffentlich kracht es noch viel viel ärger und hoffentlich erwischt es dann nur jene mit refugees welcome schildern in der Hand!!!;nothing
855484427823315;Weil das eine Selbstverständlichkeit ist Herr Hofmann.Da braucht man nicht extra auf die Strasse gehen.Wo der christ namens Breivik unter dem Vorwand seines Glaubens zig Kinder (!) ermordet hat habe ich auch niemanden auf der Strasse demonstrieren sehen.Terror hat nichts mit dem Glauben zu tun auch wenn es einige Spinner behaupten.Ich weiss, Sie sind alle voreingenommen und möchten das nicht hören aber : Der Islam ist eine friedliche Religion.Im Koran steht geschrieben : Tötest du einen Menschen, so tötest du die gesamte Menschheit.Wer das nicht glauben möchte kann es gerne aufschlagen und sich davon überzeugen.;nothing
982743955097361;Ordnung herstellen, warnen und dann Schußbefehl, eine deutliche Sprache die auch verstanden wird, Gut hin oder her - wir haben es nicht mit notleidenden Menschen zu tun - hier steckt ein religiöser Wahnsinn dahinter - wir müßen und wir wollen uns nicht vereinnehmen lassen - deshalb handeln soweit wir noch dazu in der Lage sind -.;nothing
876246812413743;Das Boot ist längst überfüllt.....;nothing
991240627581027;Bei der Übertragung fehlt der Ton!!!!!;nothing
1388640158334038016;Der hat doch dem Herrn Fischer die Finger abgeschnitten für den Herrn Merkel. Ihr habt doch die Kinder gezwungen das Baby zu ermorden. Typisch Merkel und Kohl.;nothing
855012367870521;Einfach entgegen Brüllen. Ein Schläger bei den Linken.;nothing
882701648434926;Wäre er zuhause geblieben, würde er garantiert noch leben, also leider  selbst schuld. Toni und Korbinian, Ihr könnt doch gerne Flüchtlinge bei Euch aufnehmen, auf eigene Rechnung verköstigen und beschützen. Da hat keiner was dagegen.;nothing
951539844884439;spätestens wenn die Zwangsbesetzung kommt, werde ich Schweinebäuerin - diese Tierchen fressen so einiges!;nothing
982729391765484;??????????;nothing
855024761202615;DAS SAGT DER RICHTIGE MIT FAKE ACCOUNT  HAHA WARUM FAKE ACCOUNT EIGENDLICH?  WEIL DU AUS?ANDISCHE FREUNDE HAST UND HEIMLICH DÖNER ESSEN GEHST? ? DU GEHRINLOSER AFFE AUS PEGIDA ZOO HAHAHA... KOMM HER DANN ZEIGE ICH DIR VON OBEN WIE DEUTSCHLAND AUSSIEHT HAHA;nothing
862032357168522;Ist mein Cousin. 2. Grades. Glaube ich.;nothing
935356109836146;Pierre...wer...???;nothing
1069689883069434;"Axel Neumann schon richtig Herr neumann.Der herr Minister lässt offen ,und für keinen erkennbar,von welcher Verfassung er redet.Daher ja auch meine Frage diesbezüglich. 

Was  Wiki betrifft,weiß doch wohl jeder das das eine Sammlung von Wissen von jedermann ist,ohne Gewähr von Richtigkeit. Und nach einer wissenschaftlichen Studie stellte sich auch raus,das knapp 60% fehlerhafte Informationen sich in Wiki tummeln. Hier werden Behauptungen aufgestellt und,so hab ich den Eindruck,auch gezielt manipuliert .Entwerder bleiben sie drin oder nicht in den Kram passende werden gelöscht. Beim MH 17 Unfall gab es dies z.B. zu erkennen .als die maximalhöhe der SU 25 verändert wurden weit unter 10 000 m.  Ansonsten ist die BEHAUPTUNG  das das GG eine Verfassung sein soll,schon an sich eine Lüge von Wiki.  Das besagt zum einen der Art 146 selber,zum anderen gehen sie ,Herr Neumann,der Geschichte des GG nach. Dieses ist fasst unverändert immer noch als verpflichtendes Herstellungsgesetz der Allierten nach der HLKO Art 43. Und das erklärt dann auch noch die Existens des Art 120 im GG. Oder warum wird hier ""ausrücklich"" auf Besatzungskosten verwiesen?

Ansonsten kann ich nur sagen,der Gesetzestext des GG ist durchaus tauglich um als Verfassung übernommen zu werden.Hier und da muß definitiv nachgebssert werden um dann im Volksentscheid sich ,auch namentlich, zur Verfassung zu erheben.

Des grübelns wegen schieb ich mal noch eine andere Frage nach. Das BVG hat in einem Urteil festgestellt a) das das deutsche Reich immer noch existiert aber von der BRD besetzt ist und somit momentan handlungsunfähig, und  b) was ebenfalls sehr bedenklich ist ,das ALLE Wahlen,nochmal ALLE Wahlen bis 1956 für ungültig erklärt wurden.  Fragen sie sich mal zu a) und b), was müßten sich logischer Weise aus diesen Gerichtsurteilen für KOnsequenzen ergeben und was sagen sie GENAU aus?";criticism
982677185104038;Ramon De la Perez...Lass deine Krankheit bitte behandeln!;nothing
982663405105416;Was da abläuft ist eindeutig eine Kriegserklärung gegen ein friedliches Land. Die Ungarn sollten jetzt ihre Waffen einsetzen !;nothing
982762378428852;Dirk Wippich Stimmt, die hätten ihre Wut am IS auslassen sollen. Aber so sind die Forderer, sobald sie nicht bekommen was sie wollen, wird vermummt und zum Stein gegeriffen. Ein Vorgeschmack was Deutschland erwartet wenn sie endlich hier eintreffen. Die Winkefähnchen sind schon parat.;nothing
855016407870117;"Angst vor der Geschichte
Angst vor sich selbst,
sich in sich zurückzuziehen
aus Angst vor der Welt
Angst auszubrechen, sich zu blamier'n,
sich aufs Eis zu wagen,
Angst, zu erfrier'n.

Einfach Angst zu verblöden
vor der Endgültigkeit
sich an alles zu gewöhnen,
aus Angst vor der Zeit
Angst zu verblöden, bereits mundtot zu sein
Angst stellt ruhig, Angst krichtt klein.

Angst braucht Waffen
aus Angst vor dem Feind,
obwohl keiner so recht weiß:
Wer ist damit gemeint?
Angst überholt zu werden,
Angst vor Konkurrenz
Angst vor der Dummheit,
vor ihrer Intelligenz.

Angst als Methode angewandt,
Das Einschüchtern ist geplant
Angst stellt ruhig, Angst kricht klein
Angst vor dem Ende
Angst 'rauszugehen,
wir sind uns alle verdächtig.
Angst in die Augen zu sehen
Angst vor Gefühlen
Angst vor Zärtlichkeit
Angst aus Erfahrung,
zuviel Vertraulichkeit.

Einfach Angst zu verblöden,
vor der Endgültigkeit.
Sich an alles zu gewöhnen,
Aus Angst vor der Zeit.
Einfach Angst zu verblöden,
bereits mundtot zu sein.
Angst stellt ruhig.
Angst kricht klein.

Angst ferngelenkt zu werden
Angst vor dem Aus
Es allen recht zu machen
Angst frißt auf.
Angst sich zu wehren
Angst alleine zu sein
Angst vor der Angst
wir schlafen ein.

Angst vor der Angst.
Wirschlafen ein.";nothing
1063694460335643;Heimatkunde sollte man wieder einführen ??;nothing
935355593169531;http://www.bild.de/news/vermischtes/auslaender-kriminalitaet-3354366.bild.html die Quelle.;nothing
862004293837995;und sowas hat den friedensnobelpreis bekommen,mir wird schlecht,wen ich sowas rumlaufen sehe;nothing
982660011772422;wenn die erstmal in Deutschland sind ,würde es mich wundern wenn sie sich hier anders benehmen;nothing
876585692379855;Man sollte nur nicht vergessen, wir haben nicht 5 vor 12, wir haben schon 5 nach 12...;nothing
1134090139962741;Geisteskrank ??;nothing
855494891155602;"ähm, Rechtschreib und Grammatik Fehler könnt ihr gern behalten. Ich für meinen Teil bin nun arbeiten, nicht das unsere Promis am Montag nicht bezahlt werden können ;) Eine wirkliche Antwort auf meine Frage oben bekomme ich vielleicht im laufe des Tage mal. lass mich einfach überraschen^^";nothing
1063707033667719;Liegt es nun an der MiHiGru-Quote oder am der Genderkonformität des Lehrplans? Sucht es euch aus.;nothing
1056947984343624;Bla bla bla;nothing
